2,0037482967241,Activated,2015-10-24 21:13:32.967000000,2016-01-31 21:13:32.967000000,,,Physical,10,0.14,Father's Day Deal
1,0037482967254,Activated,2015-08-15 21:13:32.970000000,2015-12-12 21:13:32.970000000,,,Ecard,25,0,
1,0037482967267,Activated,2016-04-09 21:13:32.970000000,2016-06-19 21:13:32.970000000,,,Ecard,25,0,
1,0037482967280,Activated,2015-11-08 21:13:32.970000000,2015-12-06 21:13:32.970000000,,,Ecard,450,0,
2,0037482967293,Issued,2015-07-18 21:13:32.970000000,,,,Ecard,150,150,Father's Day Deal
3,0037482967306,Issued,2015-11-25 21:13:32.970000000,,,,Physical,50,50,
2,0037482967319,Issued,2016-07-13 21:13:32.970000000,,,,Physical,10,10,Mother's Day Special
3,0037482967332,Voided,2016-08-31 21:13:32.970000000,2017-01-06 21:13:32.970000000,2017-07-01 21:13:32.970000000,,Ecard,350,15,
3,0037482967345,Activated,2016-06-26 21:13:32.970000000,2016-07-24 21:13:32.970000000,,,Ecard,50,0,
1,0037482967358,Issued,2016-05-09 21:13:32.970000000,,,,Ecard,400,400,
4,0037482967371,Activated,2015-12-07 21:13:32.973000000,2016-05-17 21:13:32.973000000,,,Ecard,250,136.51,
1,0037482967384,Activated,2016-03-24 21:13:32.973000000,2016-08-27 21:13:32.973000000,,,Ecard,500,0,
4,0037482967397,Activated,2015-10-31 21:13:32.973000000,2016-01-17 21:13:32.973000000,,,Ecard,10,7.79,
4,0037482967410,Voided,2015-09-09 21:13:32.973000000,2015-12-12 21:13:32.973000000,2016-06-05 21:13:32.973000000,,Ecard,100,0,
2,0037482967423,Activated,2016-08-28 21:13:32.973000000,2016-09-16 21:13:32.973000000,,,Ecard,500,500,Father's Day Deal
1,0037482967436,Activated,2015-07-29 21:13:32.973000000,2015-11-22 21:13:32.973000000,,,Ecard,10,0,
3,0037482967449,Activated,2015-12-28 21:13:32.977000000,2016-01-25 21:13:32.977000000,,,Physical,50,0,
1,0037482967462,Activated,2016-03-01 21:13:32.977000000,2016-05-23 21:13:32.977000000,,,Physical,150,0,
1,0037482967475,Issued,2016-05-19 21:13:32.977000000,,,,Physical,150,150,
