3,0037483077364,Activated,2016-01-07 21:13:36.310000000,2016-04-04 21:13:36.310000000,,,Ecard,250,0,
4,0037483077377,Issued,2016-05-12 21:13:36.310000000,,,,Ecard,100,100,
4,0037483077390,Activated,2015-12-27 21:13:36.310000000,2016-02-11 21:13:36.310000000,,,Physical,100,0,
1,0037483077403,Activated,2016-09-06 21:13:36.310000000,2017-03-06 21:13:36.310000000,,,Ecard,200,0,
4,0037483077416,Voided,2015-07-17 21:13:36.310000000,2015-09-17 21:13:36.310000000,2016-03-11 21:13:36.310000000,,Physical,400,0,
2,0037483077429,Voided,2016-05-24 21:13:36.310000000,2016-07-22 21:13:36.310000000,2017-01-14 21:13:36.310000000,,Ecard,25,0,Father's Day Deal
4,0037483077442,Issued,2015-09-27 21:13:36.310000000,,,,Ecard,50,50,
3,0037483077455,Issued,2016-05-15 21:13:36.310000000,,,,Physical,75,75,
4,0037483077468,Activated,2016-08-03 21:13:36.310000000,2017-02-06 21:13:36.310000000,,,Physical,75,2.86,
1,0037483077481,Issued,2016-02-06 21:13:36.313000000,,,,Physical,450,450,
3,0037483077494,Issued,2016-01-16 21:13:36.313000000,,,,Ecard,75,75,
1,0037483077507,Activated,2015-10-05 21:13:36.313000000,2016-03-30 21:13:36.313000000,,,Ecard,350,0,
4,0037483077520,Activated,2015-09-16 21:13:36.313000000,2015-10-19 21:13:36.313000000,,,Physical,75,0,
2,0037483077533,Activated,2016-04-24 21:13:36.313000000,2016-05-26 21:13:36.313000000,,,Ecard,200,87.49,
3,0037483077546,Issued,2016-07-21 21:13:36.313000000,,,,Ecard,250,250,
3,0037483077559,Activated,2016-03-24 21:13:36.313000000,2016-05-31 21:13:36.313000000,,,Physical,25,11.5,
3,0037483077572,Activated,2016-03-10 21:13:36.313000000,2016-05-24 21:13:36.313000000,,,Physical,100,78.5,
1,0037483085580,Activated,2016-08-02 21:13:36.493000000,2016-11-30 21:13:36.493000000,,,Ecard,125,88.96,
1,0037483085593,Activated,2016-06-30 21:13:36.493000000,2017-01-05 21:13:36.493000000,,,Physical,300,65.7,
1,0037483085606,Voided,2016-07-03 21:13:36.493000000,2016-11-01 21:13:36.493000000,2017-04-26 21:13:36.493000000,,Physical,150,0,
1,0037483085619,Issued,2016-04-04 21:13:36.493000000,,,,Physical,25,25,
4,0037483085632,Voided,2016-06-10 21:13:36.493000000,2016-09-19 21:13:36.493000000,2017-03-14 21:13:36.493000000,,Physical,300,0,
1,0037483085645,Issued,2016-07-05 21:13:36.493000000,,,,Ecard,125,125,
1,0037483085658,Issued,2016-07-27 21:13:36.493000000,,,,Physical,10,10,
1,0037483085671,Activated,2016-01-11 21:13:36.493000000,2016-04-03 21:13:36.493000000,,,Physical,400,0,
4,0037483085684,Activated,2016-01-22 21:13:36.493000000,2016-07-26 21:13:36.493000000,,,Ecard,50,0,
3,0037483085697,Issued,2015-10-09 21:13:36.497000000,,,,Physical,100,100,
2,0037483085710,Activated,2016-05-31 21:13:36.497000000,2016-09-21 21:13:36.497000000,,,Physical,10,10,Bought 2 Got 1 Free
3,0037483085723,Issued,2015-11-04 21:13:36.497000000,,,,Physical,125,125,
2,0037483085736,Issued,2015-08-13 21:13:36.497000000,,,,Physical,400,400,Father's Day Deal
1,0037483085749,Activated,2015-09-09 21:13:36.497000000,2016-02-17 21:13:36.497000000,,,Physical,10,0,
1,0037483085762,Activated,2016-01-24 21:13:36.497000000,2016-03-28 21:13:36.497000000,,,Ecard,300,0,
2,0037483085775,Issued,2015-11-27 21:13:36.497000000,,,,Physical,350,350,Bought 2 Got 1 Free
2,0037483085788,Activated,2015-10-02 21:13:36.497000000,2015-11-26 21:13:36.497000000,,,Physical,300,0,
